"year","trial_name","trial_type","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CMD_infect_plants","height_1st_branch","yield_ha","planted_number_plot","height","harvest_number","root_number","germinated_number_plot","starch_content","shoot_weight_plot","root_weight_water","root_rot_number","germination_perc","starch_yield_ha","CMD_incidence"
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_LocalC2_2",1,2,1,2,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",3,267.3,24.7,25,267.3,3,8,21,27.7,NA,NA,NA,84,6.8419,14.2857142857143
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep1_TMEB419_6",1,6,2,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,273.3,31.7,25,273.3,7,11,18,24.9,NA,NA,NA,72,7.8933,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA057","2023129DMEPR_rata_rep2_IBA057_10",2,10,4,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,252.7,14.3,25,252.7,9,8,23,16.7,NA,NA,NA,92,2.3881,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA581","2023129DMEPR_rata_rep2_IBA581_8",2,8,3,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,155.3,12.4,25,155.7,9,9,24,14.9,NA,NA,NA,96,1.8476,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_KU50_12",2,12,4,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",2,282.7,30.4,25,282.7,5,9,19,29.9,NA,NA,NA,76,9.0896,10.5263157894737
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_LocalC1_9",2,9,3,3,"check"," (Operator: lizbethpino, Time: )","LocalC1","test",8,227,20.7,25,227,9,7,25,19,NA,NA,NA,100,3.933,32
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_LocalC2_7",2,7,3,1,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",1,280,27.3,25,280,3,11,17,23.1,NA,NA,NA,68,6.3063,5.88235294117647
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep2_TMEB419_11",2,11,4,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,283.3,9.6,25,283.3,9,7,23,16.7,NA,NA,NA,92,1.6032,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA057","2023129DMEPR_rata_rep3_IBA057_16",3,16,6,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,322,5.6,25,322,9,7,25,14.1,NA,NA,NA,100,0.7896,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province","IBA581","2023129DMEPR_rata_rep3_IBA581_18",3,18,6,3,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,136.3,14.4,25,161.7,9,7,24,16.7,NA,NA,NA,96,2.4048,0
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_KU50_17",3,17,6,2,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",3,275,24.2,25,275,9,12,24,27.7,NA,NA,NA,96,6.7034,12.5
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_LocalC1_13",3,13,5,1,"check"," (Operator: lizbethpino, Time: )","LocalC1","test",7,221,20.9,25,221,7,12,23,20.7,NA,NA,NA,92,4.3263,30.4347826086957
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_LocalC2_15",3,15,5,3,"check"," (Operator: lizbethpino, Time: )","LocalC2","test",7,233,11.4,25,233,9,8,21,26.7,NA,NA,NA,84,3.0438,33.3333333333333
2023,"2023129DMEPR_rata","2023129DMEPR_rata","2023-June-07","2024-February-29","Ratanak Mondul district, Battambang province",NA,"2023129DMEPR_rata_rep3_TMEB419_14",3,14,5,2,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,251.3,26,25,251.3,5,10,22,27.7,NA,NA,NA,88,7.202,0
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","AR35,AR351","2023130DMEPR_anlo_rep1_AR35-1_6",1,6,2,5,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",2,NA,4.7,NA,NA,3,6,NA,15.8,NA,NA,NA,NA,0.7426,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_CR13-8_9",1,9,2,2,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,NA,15,NA,NA,9,9,NA,17.5,NA,NA,NA,NA,2.625,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR243","2023130DMEPR_anlo_rep1_CR24-3_10",1,10,2,1,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,NA,18.9,NA,NA,9,9,NA,14.7,NA,NA,NA,NA,2.7783,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR52A-4","2023130DMEPR_anlo_rep1_CR52A-4_7",1,7,2,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,NA,31.1,NA,NA,9,14,NA,20.8,NA,NA,NA,NA,6.4688,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_IBA-920057_8",1,8,2,3,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",2,NA,20.6,NA,NA,9,12,NA,20,NA,NA,NA,NA,4.12,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_IBA-980581_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,NA,31.1,NA,NA,9,14,NA,18.5,NA,NA,NA,NA,5.7535,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_KM325_2",1,2,1,2,"check"," (Operator: lizbethpino, Time: )","KM325","test",1,NA,23.6,NA,NA,7,8,NA,19.3,NA,NA,NA,NA,4.5548,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_KU50_3",1,3,1,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",6,NA,32.5,NA,NA,8,17,NA,21.5,NA,NA,NA,NA,6.9875,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_R5_1",1,1,1,1,"check"," (Operator: lizbethpino, Time: )","Rayong5","test",2,NA,30.6,NA,NA,9,11,NA,22.9,NA,NA,NA,NA,7.0074,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep1_TMEB-419_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",2,NA,34.4,NA,NA,9,12,NA,22.4,NA,NA,NA,NA,7.7056,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","AR35,AR351","2023130DMEPR_anlo_rep2_AR35-1_19",2,19,4,2,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",3,NA,12.5,NA,NA,6,8,NA,18.2,NA,NA,NA,NA,2.275,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_CR13-8_18",2,18,4,3,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",0,NA,17.8,NA,NA,9,11,NA,20.8,NA,NA,NA,NA,3.7024,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR243","2023130DMEPR_anlo_rep2_CR24-3_16",2,16,4,5,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",2,NA,32.8,NA,NA,9,10,NA,20.8,NA,NA,NA,NA,6.8224,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR52A-4","2023130DMEPR_anlo_rep2_CR52A-4_14",2,14,3,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,NA,24.4,NA,NA,9,15,NA,22.6,NA,NA,NA,NA,5.5144,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_IBA-920057_15",2,15,3,5,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,NA,13.9,NA,NA,9,9,NA,14,NA,NA,NA,NA,1.946,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_IBA-980581_17",2,17,4,4,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,NA,36.1,NA,NA,9,16,NA,16,NA,NA,NA,NA,5.776,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_KM325_13",2,13,3,3,"check"," (Operator: lizbethpino, Time: )","KM325","test",4,NA,34.1,NA,NA,8,11,NA,24.5,NA,NA,NA,NA,8.3545,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_KU50_11",2,11,3,1,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",6,NA,40.6,NA,NA,8,15,NA,24.8,NA,NA,NA,NA,10.0688,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_R5_12",2,12,3,2,"check"," (Operator: lizbethpino, Time: )","Rayong5","test",0,NA,33.9,NA,NA,9,14,NA,22.8,NA,NA,NA,NA,7.7292,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep2_TMEB-419_20",2,20,4,1,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",1,NA,34.3,NA,NA,7,10,NA,18.4,NA,NA,NA,NA,6.3112,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","AR35,AR351","2023130DMEPR_anlo_rep3_AR35-1_30",3,30,6,1,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",4,NA,20,NA,NA,7,14,NA,14.5,NA,NA,NA,NA,2.9,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_CR13-8_27",3,27,6,4,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",3,NA,21.1,NA,NA,9,13,NA,20.3,NA,NA,NA,NA,4.2833,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR243","2023130DMEPR_anlo_rep3_CR24-3_22",3,22,5,2,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",5,NA,26.7,NA,NA,9,17,NA,24.5,NA,NA,NA,NA,6.5415,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province","CR52A-4","2023130DMEPR_anlo_rep3_CR52A-4_28",3,28,6,3,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,NA,29.4,NA,NA,9,19,NA,25.3,NA,NA,NA,NA,7.4382,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_IBA-920057_29",3,29,6,2,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,NA,13.3,NA,NA,9,11,NA,22.7,NA,NA,NA,NA,3.0191,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_IBA-980581_26",3,26,6,5,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,NA,35.6,NA,NA,9,19,NA,22.7,NA,NA,NA,NA,8.0812,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_KM325_21",3,21,5,1,"check"," (Operator: lizbethpino, Time: )","KM325","test",4,NA,26.1,NA,NA,9,12,NA,18.2,NA,NA,NA,NA,4.7502,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_KU50_24",3,24,5,4,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",5,NA,30.7,NA,NA,7,18,NA,21.4,NA,NA,NA,NA,6.5698,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_R5_25",3,25,5,5,"check"," (Operator: lizbethpino, Time: )","Rayong5","test",1,NA,33.8,NA,NA,8,12,NA,23.9,NA,NA,NA,NA,8.0782,NA
2023,"2023130DMEPR_anlo","2023130DMEPR_anlo","2023-May-26","2024-March-14","Anlong Veng District, Oddar Meanchey province",NA,"2023130DMEPR_anlo_rep3_TMEB-419_23",3,23,5,3,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",1,NA,65,NA,NA,3,12,NA,27.8,NA,NA,NA,NA,18.07,NA
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","CR243","2023131DMEPR_stun_rep1_CR243_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,100,31.3,25,220,9,NA,24,9.6,NA,NA,NA,96,3.0048,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep1_CR52_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,90,26,25,250,9,NA,22,9.6,NA,NA,NA,88,2.496,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA057","2023131DMEPR_stun_rep1_IBA057_6",1,6,2,2,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,210,10.6,25,320,8,NA,25,5.4,NA,NA,NA,100,0.5724,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA581","2023131DMEPR_stun_rep1_IBA581_8",1,8,2,4,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,160,20,25,250,9,NA,25,6.1,NA,NA,NA,100,1.22,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","KM14","2023131DMEPR_stun_rep1_KM14_1",1,1,1,1,"check"," (Operator: lizbethpino, Time: )","KM140","test",0,32,29.3,25,190,9,NA,25,15.5,NA,NA,NA,100,4.5415,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep1_KM325_5",1,5,2,1,"check"," (Operator: lizbethpino, Time: )","KM325","test",0,160,34.4,25,250,9,NA,25,16.4,NA,NA,NA,100,5.6416,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep1_KU50_7",1,7,2,3,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,150,32.2,25,210,9,NA,25,19.9,NA,NA,NA,100,6.4078,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep1_TMEB419_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,220,35.6,25,275,9,NA,25,2.5,NA,NA,NA,100,0.89,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","CR243","2023131DMEPR_stun_rep2_CR243_11",2,11,3,3,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,150,20,25,310,7,NA,25,12,NA,NA,NA,100,2.4,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep2_CR52_16",2,16,4,4,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,90,25.6,25,200,9,NA,25,14.7,NA,NA,NA,100,3.7632,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA057","2023131DMEPR_stun_rep2_IBA057_9",2,9,3,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,310,18.5,25,310,2,NA,25,3,NA,NA,NA,100,0.555,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA581","2023131DMEPR_stun_rep2_IBA581_14",2,14,4,2,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,180,14.4,25,320,9,NA,25,9.2,NA,NA,NA,100,1.3248,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","KM14","2023131DMEPR_stun_rep2_KM14_15",2,15,4,3,"check"," (Operator: lizbethpino, Time: )","KM140","test",2,150,22.3,25,150,9,NA,24,17.2,NA,NA,NA,96,3.8356,8.33333333333333
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep2_KM325_10",2,10,3,2,"check"," (Operator: lizbethpino, Time: )","KM325","test",0,210,28.2,25,280,9,NA,25,14.7,NA,NA,NA,100,4.1454,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep2_KU50_12",2,12,3,4,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",0,190,29.4,25,290,9,NA,25,18.1,NA,NA,NA,100,5.3214,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep2_TMEB419_13",2,13,4,1,"test"," (Operator: lizbethpino, Time: )","TMEB-419","test",0,320,27.4,25,320,7,NA,23,21.8,NA,NA,NA,92,5.9732,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","CR243","2023131DMEPR_stun_rep3_CR243_18",3,18,5,2,"test"," (Operator: lizbethpino, Time: )","CR24-3","test",0,90,20.3,25,170,9,NA,25,7.9,NA,NA,NA,100,1.6037,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep3_CR52_19",3,19,5,3,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",0,95,23.1,25,220,9,NA,25,13.4,NA,NA,NA,100,3.0954,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA057","2023131DMEPR_stun_rep3_IBA057_21",3,21,6,1,"test"," (Operator: lizbethpino, Time: )","IBA-920057","test",0,180,19.3,25,270,9,NA,25,14,NA,NA,NA,100,2.702,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","IBA581","2023131DMEPR_stun_rep3_IBA581_24",3,24,6,4,"test"," (Operator: lizbethpino, Time: )","IBA-980581","test",0,100,14.4,25,300,9,NA,25,17.4,NA,NA,NA,100,2.5056,0
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng","KM14","2023131DMEPR_stun_rep3_KM14_17",3,17,5,1,"check"," (Operator: lizbethpino, Time: )","KM140","test",2,160,24.7,25,160,9,NA,25,20.1,NA,NA,NA,100,4.9647,8
2023,"2023131DMEPR_stun","2023131DMEPR_stun","2023-May-29","2024-March-20","Stung Treng Province, Stung Treng",NA,"2023131DMEPR_stun_rep3_KM325_23",3,23,6,3,"check"," (Operator: lizbethpino, Time: )","KM325","test",0,180,46.7,25,180,9,NA,25,17.6,NA,NA,NA,100,8.2192,0
